53	586607
56	207703
56	362949
298	246511
481	246511
664	311413
715	311413
793	453387
793	445663
793	144427
826	586607
826	214951
922	586607
947	319217
1019	453387
1340	214951
1753	214951
1761	453387
1804	207703
1977	311413
2090	81323
2377	517247
2377	311413
2406	311413
2554	207703
2554	362949
2663	311413
2699	214951
2787	455254
2826	311413
3054	151297
3076	445663
3124	144427
3312	246511
3432	311413
3866	362949
4000	326368
4195	586607
4195	214951
4343	311413
4364	586607
4688	214951
5006	214951
5018	144427
5124	445663
5124	311413
5236	319217
5329	151297
5405	311413
6039	311413
6130	311413
6227	246511
6368	214951
6662	214951
6905	517247
6968	311413
7023	453387
7102	162585
7322	517247
7330	311413
7496	517247
7774	214951
7991	319217
8049	362949
8215	586607
8258	246511
8430	455254
8430	214951
8628	311413
8755	214951
8887	319217
8912	586607
9010	517247
9379	311413
9519	311413
9631	214951
9921	246511
10053	311413
10367	311413
10376	311413
10376	586607
10580	517247
10582	311413
10738	214951
10775	246511
10847	455254
10934	517247
11005	453387
11051	586607
11207	311413
11315	311413
11359	246511
11500	311413
11696	517247
11696	214951
11724	586607
12106	246511
12107	311413
12110	586607
12274	453387
12442	311413
12506	214951
12506	586607
12891	207703
13006	311413
13053	246511
13057	311413
13179	246511
13604	144427
13755	214951
13755	311413
13761	586607
14087	453387
14118	445663
14337	453387
14447	246511
14584	214951
14600	453387
14649	207703
14649	362949
14708	178287
14734	311413
14862	586607
15076	311413
15103	178287
15111	311413
15128	214951
15304	311413
15352	311413
15382	330862
15387	445663
15493	586607
15543	586607
15558	246511
15746	311413
15848	81323
15889	311413
16154	586607
16597	362949
17000	246511
17020	246511
17096	455254
17102	517247
17466	319217
17597	246511
17665	178287
17806	246511
17856	453387
17984	311413
18067	162585
18071	445663
18242	455254
18262	311413
18316	517247
18342	207703
18434	311413
18436	586607
18493	586607
18497	311413
18499	144427
18513	453387
18737	214951
18754	246511
18776	586607
18776	517247
18808	517247
18830	311413
18847	455254
18858	517247
18882	311413
18924	455254
18967	311413
19086	517247
19102	214951
19147	311413
19230	144427
19275	586607
19282	326368
19307	162585
19467	81323
19520	144427
19536	214951
19648	453387
19698	445663
19752	455254
19821	207703
19829	311413
20282	453387
20322	246511
20332	311413
20409	311413
20575	214951
20775	246511
20957	445663
21084	311413
21084	586607
21200	214951
21269	453387
21368	246511
21425	162585
21430	246511
21532	246511
21566	455254
21595	455254
21613	445663
21683	207703
21705	246511
21768	517247
21784	319217
21821	214951
21838	246511
21845	311413
21848	155743
21888	453387
21901	311413
21938	246511
21960	586607
22017	246511
22086	326368
22089	319217
22110	246511
22248	246511
22339	207703
22346	453387
22354	311413
22467	214951
22532	246511
22660	162585
22754	207703
22754	362949
22810	586607
22817	453387
22856	207703
22856	453387
22902	81323
22902	246511
22909	319217
22926	246511
22996	178287
23005	455254
23046	246511
23055	207703
23452	246511
23559	246511
23625	455254
23701	178287
23718	453387
23718	311413
23813	246511
23920	586607
23932	214951
24029	246511
24084	207703
24087	246511
24101	246511
24140	246511
24320	362949
24320	214951
24320	586607
24355	207703
24355	326368
24367	319217
24400	455254
24445	207703
24513	214951
24519	246511
24539	214951
24677	586607
24690	246511
24939	246511
24950	246511
24973	246511
25022	144427
25038	311413
25159	453387
25359	586607
25410	455254
25416	151297
25445	586607
25461	144427
25461	214951
25471	326368
25486	155743
25510	455254
25516	162585
25552	311413
25552	214951
25552	586607
25735	246511
25744	246511
25913	178287
25962	214951
26046	326368
26098	586607
26181	362949
26243	586607
26325	362949
26366	319217
26376	362949
26418	207703
26418	362949
26445	453387
26511	586607
26654	517247
26676	517247
26684	178287
26712	453387
26845	455254
26877	311413
26921	207703
26954	586607
26997	144427
26998	445663
27023	311413
27023	586607
27030	246511
27055	207703
27061	455254
27087	445663
27096	455254
27133	319217
27135	246511
27228	453387
27326	81323
27326	246511
27340	586607
27351	162585
27421	207703
27454	311413
27632	246511
27664	246511
27666	207703
27735	214951
27788	311413
27809	362949
27915	246511
27938	455254
27970	162585
27978	517247
27984	453387
27989	362949
27989	214951
27989	586607
27994	455254
27995	311413
28173	586607
28239	586607
28253	246511
28261	214951
28294	319217
28474	362949
28474	207703
28512	246511
28710	246511
28718	319217
28745	362949
28912	453387
28950	311413
28954	246511
28961	207703
28961	362949
28964	517247
28974	246511
28990	214951
29021	586607
29042	144427
29175	445663
29238	517247
29279	246511
29285	246511
29342	81323
29365	207703
29365	362949
29368	586607
29372	81323
29423	362949
29543	453387
29570	155743
29850	362949
29905	214951
29967	453387
30198	246511
30226	326368
30376	246511
30398	246511
30404	453387
30466	586607
30480	311413
30497	445663
30513	214951
30531	311413
30568	246511
30800	319217
30887	453387
30963	207703
31039	79620
31067	207703
31122	326368
31335	362949
31335	214951
31335	586607
31448	319217
31462	178287
31512	455254
31588	319217
31607	246511
31615	214951
31616	246511
31640	214951
31652	214951
31843	246511
31854	246511
31982	311413
32135	246511
32146	362949
32152	178287
32184	246511
32185	178287
32241	311413
32264	311413
32276	214951
32346	207703
32346	362949
32356	207703
32356	362949
32396	311413
32481	586607
32540	586607
32584	586607
32674	214951
32716	246511
32721	517247
32754	453387
32845	319217
32882	214951
32923	246511
33118	207703
33143	246511
33175	326368
33210	311413
33225	79620
33236	455254
33244	79620
33247	586607
33292	246511
33307	445663
33310	246511
33329	445663
33334	246511
33415	586607
33520	162585
33590	455254
33676	214951
33913	214951
33964	453387
34020	214951
34066	586607
34145	246511
34214	246511
34231	311413
34297	445663
34297	144427
34312	79620
34400	362949
34517	586607
34639	586607
34734	586607
34754	246511
34994	330862
35027	326368
35028	246511
35105	246511
35248	214951
35293	162585
35305	81323
35342	214951
35353	330862
35384	586607
35407	453387
35453	214951
35476	311413
35478	246511
35522	326368
35537	586607
35545	214951
35611	155743
35619	311413
35637	162585
35653	311413
35741	311413
35790	517247
35828	453387
35884	214951
35974	311413
35977	362949
35988	311413
36071	453387
36090	214951
36206	155743
36218	455254
36292	453387
36302	311413
36337	319217
36474	586607
36558	586607
36561	311413
36585	586607
36617	214951
36655	517247
36674	311413
36687	455254
36718	214951
36799	162585
36803	207703
36816	586607
36893	453387
36900	79620
37095	178287
37105	311413
37149	207703
37160	319217
37160	586607
37164	311413
37251	586607
37329	319217
37369	586607
37393	311413
37409	311413
37419	162585
37447	178287
37458	362949
37473	453387
37500	455254
37531	311413
37531	586607
37605	445663
37686	311413
37807	162585
37969	455254
38018	214951
38063	362949
38093	586607
38093	311413
38127	162585
38167	207703
38174	455254
38266	311413
38320	586607
38334	207703
38354	155743
38365	214951
38400	155743
38419	326368
38449	214951
38473	311413
38480	81323
38519	517247
38574	207703
38588	445663
38590	214951
38605	362949
38615	586607
38628	178287
38682	214951
38720	362949
38720	214951
38754	517247
38775	311413
38806	586607
38849	586607
39036	453387
39070	155743
39116	214951
39116	586607
39193	517247
39232	586607
39287	311413
39287	586607
39306	79620
39396	155743
39469	586607
39511	214951
39511	586607
39574	453387
39631	455254
39765	207703
39765	362949
39769	453387
39945	311413
39975	214951
39991	214951
40095	517247
40115	586607
40132	207703
40222	155743
40256	455254
40311	586607
40367	162585
40427	207703
40427	362949
40486	311413
40534	362949
40551	586607
40592	162585
40701	330862
40729	311413
40828	81323
41040	517247
41092	144427
41290	455254
41318	362949
41347	445663
41347	144427
41353	455254
41365	455254
41431	445663
41441	79620
41450	326368
41596	362949
41598	453387
41647	311413
41703	311413
41741	517247
41804	246511
41974	455254
42052	586607
42098	445663
42105	214951
42149	178287
42168	81323
42221	178287
42251	81323
42262	81323
42323	586607
42391	144427
42401	214951
42477	162585
42509	178287
42526	144427
42581	311413
42581	214951
42619	178287
42631	319217
42809	455254
42814	214951
42836	453387
42842	455254
42889	162585
42896	214951
42980	214951
42981	81323
42982	326368
43075	144427
43213	586607
43214	586607
43235	311413
43316	517247
43364	311413
43386	362949
43415	207703
43455	207703
43464	362949
43556	517247
43597	311413
43606	455254
43644	207703
43644	362949
43699	155743
43707	207703
43727	207703
43727	362949
43773	79620
43783	445663
43851	453387
43886	455254
43921	319217
43952	362949
43978	214951
44074	517247
44113	362949
44274	517247
44346	455254
44347	319217
44354	155743
44408	362949
44424	453387
44533	319217
44568	362949
44612	155743
44691	155743
44762	455254
44773	207703
44814	319217
44821	311413
44829	319217
44853	362949
44878	311413
44880	162585
44880	453387
44926	453387
45009	453387
45028	326368
45076	586607
45078	214951
45086	362949
45129	207703
45138	311413
45197	178287
45212	311413
45258	319217
45302	162585
45389	311413
45455	319217
45459	214951
45459	311413
45495	81323
45581	330862
45601	453387
45629	311413
45727	586607
45859	586607
45893	586607
45993	214951
46068	445663
46122	214951
46177	326368
46186	517247
46215	517247
46275	586607
46286	362949
46286	453387
46337	214951
46345	214951
46345	586607
46415	362949
46466	517247
46477	453387
46499	144427
46506	214951
46532	455254
46617	246511
46634	586607
46640	311413
46641	178287
46963	214951
46972	214951
47051	207703
47051	362949
47088	586607
47165	214951
47165	586607
47199	207703
47200	319217
47202	453387
47214	214951
47214	586607
47217	311413
47318	311413
47320	311413
47447	214951
47489	311413
47602	362949
47602	207703
47613	326368
47643	455254
47733	453387
47740	326368
47750	207703
47750	362949
47772	517247
47996	517247
48013	517247
48050	207703
48062	517247
48087	155743
48172	586607
48234	455254
48256	319217
48281	586607
48303	517247
48303	214951
48386	319217
48395	311413
48463	79620
48464	586607
48528	517247
48685	453387
48832	455254
48841	455254
48889	144427
48944	586607
48965	517247
49073	517247
49095	517247
49169	586607
49200	311413
49202	362949
49217	207703
49329	517247
49338	214951
49338	586607
49403	326368
49408	517247
49408	246511
49456	455254
49598	79620
49640	151297
49688	586607
49797	586607
49868	178287
49888	214951
50040	455254
50076	246511
50241	455254
50269	362949
50269	214951
50280	214951
50289	455254
50367	178287
50418	445663
50463	155743
50468	178287
50495	214951
